ANON_ID,Birthdate,Gen,Eth_2122,Fluency_2122,SpEd_2122,Grade_2122,AttRate_2122,DaysEnr_2122,DaysAbs_2122,Susp_2122,CurrWeightedTotGPA_2122,SED_2122,School Name,Zip_2122
19777,2008-06-26,M,Latino,EO,Special Ed,8,0.7616,172.0,41.0,,1.08,SED,ElmhurstUnited,
19780,2010-07-24,F,White,EO,Not Special Ed,6,0.8081,172.0,33.0,,2.23,SED,ElmhurstUnited,
19875,2010-05-10,F,Latino,EO,Special Ed,6,0.9167,180.0,15.0,,3.83,SED,ElmhurstUnited,
20087,2008-03-26,M,African American,EO,Special Ed,8,0.8722,180.0,23.0,,3.31,SED,ElmhurstUnited,
20592,2009-02-16,M,Latino,EL,Not Special Ed,7,0.8389,180.0,29.0,,0.92,SED,ElmhurstUnited,
20661,2008-08-31,F,Latino,EL,Not Special Ed,8,0.7833,180.0,39.0,,2.31,SED,ElmhurstUnited,
20724,2008-04-21,F,White,RFEP,Not Special Ed,8,0.7667,180.0,42.0,2.0,1.08,SED,ElmhurstUnited,
20773,2010-04-14,F,Latino,EL,Not Special Ed,6,0.8278,180.0,31.0,,3.54,SED,ElmhurstUnited,
21053,2009-07-21,F,Latino,EL,Not Special Ed,7,0.8611,180.0,25.0,1.0,2.0,SED,ElmhurstUnited,
21084,2009-04-09,M,Latino,RFEP,Not Special Ed,7,0.9833,180.0,3.0,,3.54,SED,ElmhurstUnited,
21110,2010-02-14,F,Latino,EL,Not Special Ed,6,0.9056,180.0,17.0,,3.38,Not SED,ElmhurstUnited,
21283,2009-08-26,M,Latino,EL,Not Special Ed,7,0.6944,180.0,55.0,,2.31,SED,ElmhurstUnited,
21545,2010-07-30,F,Pacific Islander,EL,Not Special Ed,6,0.8444,180.0,28.0,,2.67,SED,ElmhurstUnited,
21633,2009-01-18,F,Latino,EL,Not Special Ed,7,0.8833,180.0,21.0,,1.62,SED,ElmhurstUnited,
21870,2007-03-18,M,African American,EO,Special Ed,7,0.0521,96.0,91.0,,0.0,SED,ElmhurstUnited,
21924,2007-06-15,F,Pacific Islander,EL,Not Special Ed,8,0.7778,180.0,40.0,,2.38,SED,ElmhurstUnited,
21930,2009-09-27,M,Latino,EL,Not Special Ed,7,0.9111,180.0,16.0,,2.31,SED,ElmhurstUnited,
22011,2008-02-16,F,Pacific Islander,EO,Not Special Ed,8,0.8889,180.0,20.0,,3.31,SED,ElmhurstUnited,
22012,2009-10-15,F,Pacific Islander,EL,Not Special Ed,6,0.8278,180.0,31.0,,3.23,SED,ElmhurstUnited,
22117,2008-12-31,F,African American,EO,Not Special Ed,7,0.9111,180.0,16.0,,2.38,SED,ElmhurstUnited,
22211,2008-01-04,M,Latino,EO,Not Special Ed,8,0.8899,109.0,12.0,,0.46,Not SED,ElmhurstUnited,
22274,2008-03-08,F,Latino,RFEP,Not Special Ed,8,0.9278,180.0,13.0,,4.0,SED,ElmhurstUnited,
22275,2008-07-31,F,Latino,RFEP,Not Special Ed,8,0.8056,180.0,35.0,,2.46,SED,ElmhurstUnited,
22301,2008-09-17,M,Latino,RFEP,Not Special Ed,7,0.8444,180.0,28.0,,1.46,SED,ElmhurstUnited,
22329,2008-03-21,F,Latino,RFEP,Not Special Ed,8,0.9222,180.0,14.0,,3.85,SED,ElmhurstUnited,
22330,2008-03-21,M,Latino,RFEP,Not Special Ed,8,0.9222,180.0,14.0,,3.85,SED,ElmhurstUnited,
22331,2009-07-30,N,Latino,RFEP,Not Special Ed,7,0.9278,180.0,13.0,,3.62,SED,ElmhurstUnited,
22332,2009-07-30,F,Latino,RFEP,Not Special Ed,7,0.9278,180.0,13.0,,3.62,SED,ElmhurstUnited,
22333,2009-07-30,N,Latino,RFEP,Not Special Ed,7,0.9278,180.0,13.0,,3.62,SED,ElmhurstUnited,
22481,2010-02-24,F,Latino,EL,Not Special Ed,6,0.9667,180.0,6.0,,3.0,SED,ElmhurstUnited,
22530,2010-07-15,M,African American,EO,Not Special Ed,6,0.5389,180.0,83.0,,2.0,Not SED,ElmhurstUnited,
22581,2007-09-24,M,African American,EO,Special Ed,8,0.686,86.0,27.0,,0.0,SED,ElmhurstUnited,
22593,2009-08-19,M,Pacific Islander,EL,Not Special Ed,7,0.8167,180.0,33.0,,2.38,SED,ElmhurstUnited,
22595,2008-07-12,M,Pacific Islander,EL,Not Special Ed,8,0.8333,180.0,30.0,,2.54,SED,ElmhurstUnited,
22704,2008-10-22,M,Multiple Ethnicity,EO,Special Ed,7,0.702,151.0,45.0,,1.23,SED,ElmhurstUnited,
22725,2008-09-28,F,African American,EO,Not Special Ed,8,0.9833,180.0,3.0,,3.38,SED,ElmhurstUnited,
22859,2008-09-22,F,Latino,RFEP,Not Special Ed,8,0.9333,180.0,12.0,,3.54,SED,ElmhurstUnited,
22976,2008-10-29,F,Latino,RFEP,Not Special Ed,7,0.9556,180.0,8.0,,2.77,SED,ElmhurstUnited,
23112,2007-08-25,F,African American,EO,Not Special Ed,8,0.9111,180.0,16.0,,3.23,SED,ElmhurstUnited,
23311,2007-12-05,M,Pacific Islander,IFEP,Not Special Ed,8,0.7111,180.0,52.0,,2.0,SED,ElmhurstUnited,
23431,2007-02-15,F,Latino,EL,Special Ed,8,0.7885,104.0,22.0,1.0,1.54,SED,ElmhurstUnited,
23440,2007-02-16,F,Latino,EL,Special Ed,8,0.7885,104.0,22.0,1.0,1.54,SED,ElmhurstUnited,
23441,2009-09-29,F,Latino,EO,Special Ed,6,0.9135,104.0,9.0,,2.67,SED,ElmhurstUnited,
23710,2008-11-23,M,Not Reported,RFEP,Not Special Ed,7,0.8333,180.0,30.0,,2.15,SED,ElmhurstUnited,
23718,2008-11-23,M,Not Reported,RFEP,Not Special Ed,7,0.8333,180.0,30.0,,2.15,SED,ElmhurstUnited,
23776,2008-03-30,M,Latino,EO,Not Special Ed,8,0.8833,180.0,21.0,,2.23,Not SED,ElmhurstUnited,
23795,2009-05-02,F,Latino,EL,Special Ed,7,0.8871,62.0,7.0,,0.0,SED,ElmhurstUnited,
23899,2009-07-11,F,Not Reported,RFEP,Not Special Ed,7,0.8778,180.0,22.0,1.0,1.0,SED,ElmhurstUnited,
23911,2009-04-01,M,Latino,RFEP,Not Special Ed,7,0.8944,180.0,19.0,1.0,2.38,SED,ElmhurstUnited,
23973,2009-11-23,F,Filipino,EO,Not Special Ed,6,0.85,180.0,27.0,,4.0,SED,ElmhurstUnited,
23974,2010-05-24,M,Latino,EO,Not Special Ed,6,0.9278,180.0,13.0,,4.0,SED,ElmhurstUnited,
24064,2008-04-13,M,Latino,EO,Special Ed,7,0.5556,72.0,32.0,,0.0,SED,ElmhurstUnited,
24115,2008-08-07,F,Latino,EO,Not Special Ed,7,0.8444,180.0,28.0,,4.0,SED,ElmhurstUnited,
24305,2008-03-11,F,Not Reported,RFEP,Not Special Ed,8,0.8556,180.0,26.0,,3.0,SED,ElmhurstUnited,
24344,2008-11-23,M,Latino,RFEP,Not Special Ed,7,0.9778,180.0,4.0,,3.38,SED,ElmhurstUnited,
24559,2008-09-16,M,Latino,EL,Not Special Ed,7,0.9111,180.0,16.0,,1.69,SED,ElmhurstUnited,
24560,2008-09-15,M,Latino,EL,Not Special Ed,7,0.9111,180.0,16.0,,1.69,SED,ElmhurstUnited,
24577,2009-01-17,M,Latino,RFEP,Not Special Ed,7,0.8944,180.0,19.0,,3.0,SED,ElmhurstUnited,
24596,2010-08-26,F,Latino,EL,Not Special Ed,6,0.3333,180.0,120.0,,0.0,SED,ElmhurstUnited,
24780,2009-08-17,M,Latino,RFEP,Not Special Ed,7,0.7944,180.0,37.0,,3.15,SED,ElmhurstUnited,
25151,2008-06-05,M,Latino,RFEP,Not Special Ed,8,0.5722,180.0,77.0,,2.85,SED,ElmhurstUnited,
25564,2010-02-10,F,African American,EO,Special Ed,6,0.7709,179.0,41.0,,3.4,SED,ElmhurstUnited,
26147,2010-08-16,M,Latino,EL,Not Special Ed,6,0.9056,180.0,17.0,,3.08,SED,ElmhurstUnited,
26224,2010-07-07,F,Latino,EL,Not Special Ed,6,0.8389,180.0,29.0,,2.08,SED,ElmhurstUnited,
26332,2009-10-20,M,Latino,EL,Not Special Ed,6,0.9722,180.0,5.0,,2.08,SED,ElmhurstUnited,
26338,2008-08-06,M,Latino,EL,Not Special Ed,7,0.9611,180.0,7.0,,2.85,SED,ElmhurstUnited,
26344,2009-08-13,M,Latino,EO,Not Special Ed,6,0.8611,180.0,25.0,,1.67,SED,ElmhurstUnited,
26354,2010-04-04,F,Latino,RFEP,Not Special Ed,6,0.9333,180.0,12.0,,3.62,SED,ElmhurstUnited,
26392,2009-12-06,M,Latino,EL,Not Special Ed,6,0.9889,180.0,2.0,,2.92,SED,ElmhurstUnited,
26419,2009-04-19,M,Latino,EL,Not Special Ed,7,0.8778,180.0,22.0,,1.0,SED,ElmhurstUnited,
26474,2008-04-13,M,Latino,EL,Not Special Ed,8,0.9148,176.0,15.0,,3.0,SED,ElmhurstUnited,
26475,2009-09-09,F,Latino,EL,Not Special Ed,6,0.8068,176.0,34.0,,1.46,SED,ElmhurstUnited,
26527,2008-01-30,F,Latino,RFEP,Special Ed,8,0.9611,180.0,7.0,,4.0,SED,ElmhurstUnited,
26548,2008-07-03,F,Latino,IFEP,Not Special Ed,8,0.7722,180.0,41.0,,2.23,SED,ElmhurstUnited,
26567,2009-03-17,M,Latino,EO,Not Special Ed,7,0.9056,180.0,17.0,,2.85,SED,ElmhurstUnited,
26571,2009-05-16,F,Latino,EL,Not Special Ed,6,0.9114,79.0,7.0,,3.0,SED,ElmhurstUnited,
26670,2008-04-22,F,Latino,RFEP,Not Special Ed,8,0.95,180.0,9.0,,4.0,SED,ElmhurstUnited,
26879,2008-01-30,F,Latino,RFEP,Special Ed,8,0.9611,180.0,7.0,,4.0,SED,ElmhurstUnited,
26965,2008-06-11,M,Latino,EL,Not Special Ed,7,0.7722,180.0,41.0,,1.85,SED,ElmhurstUnited,
26966,2010-06-07,M,Latino,EL,Not Special Ed,6,0.7778,180.0,40.0,,2.5,SED,ElmhurstUnited,
27024,2008-02-19,M,Latino,EL,Special Ed,7,0.9056,180.0,17.0,,1.46,SED,ElmhurstUnited,
27052,2009-11-01,F,Latino,RFEP,Not Special Ed,6,0.8833,180.0,21.0,,3.54,SED,ElmhurstUnited,
27153,2010-08-10,M,African American,EO,Not Special Ed,6,0.6,180.0,72.0,2.0,1.23,SED,ElmhurstUnited,
27257,2008-02-01,F,African American,EO,Special Ed,8,0.7586,174.0,42.0,1.0,1.62,SED,ElmhurstUnited,
27386,2009-05-01,F,Latino,EL,Not Special Ed,7,0.7727,44.0,10.0,,2.11,Not SED,ElmhurstUnited,
27467,2008-12-18,F,African American,EO,Not Special Ed,7,0.9677,93.0,3.0,,0.0,SED,ElmhurstUnited,
27551,2008-02-14,M,African American,EO,Not Special Ed,8,0.9944,180.0,1.0,,2.08,SED,ElmhurstUnited,
27712,2008-10-18,M,Asian,EO,Not Special Ed,7,0.9944,180.0,1.0,,4.0,SED,ElmhurstUnited,
27713,2009-12-11,M,Asian,RFEP,Not Special Ed,6,0.9944,180.0,1.0,,4.0,SED,ElmhurstUnited,
27729,2009-03-27,F,African American,EO,Not Special Ed,7,0.9167,180.0,15.0,,1.83,SED,ElmhurstUnited,
28003,2008-12-02,M,Latino,RFEP,Not Special Ed,7,0.8444,180.0,28.0,,2.54,SED,ElmhurstUnited,
28082,2008-10-31,M,Latino,RFEP,Not Special Ed,7,0.9667,180.0,6.0,,3.54,SED,ElmhurstUnited,
28187,2010-03-16,M,Latino,EO,Special Ed,6,0.8222,180.0,32.0,,2.31,SED,ElmhurstUnited,
28193,2008-02-19,M,Latino,RFEP,Not Special Ed,7,0.7778,180.0,40.0,,2.08,SED,ElmhurstUnited,
28330,2008-04-05,M,Latino,RFEP,Not Special Ed,8,0.4919,124.0,63.0,,2.18,SED,ElmhurstUnited,
28338,2009-07-03,F,Latino,EL,Special Ed,6,0.9492,177.0,9.0,,3.77,SED,ElmhurstUnited,
28397,2007-12-23,F,Latino,RFEP,Not Special Ed,8,0.8722,180.0,23.0,,2.08,SED,ElmhurstUnited,
28559,2007-10-06,M,Latino,EO,Not Special Ed,8,0.9,180.0,18.0,,2.38,Not SED,ElmhurstUnited,
28560,2008-01-26,F,Latino,EL,Special Ed,8,0.7963,108.0,22.0,,2.0,Not SED,ElmhurstUnited,
28598,2008-08-11,F,Latino,RFEP,Not Special Ed,8,0.8556,180.0,26.0,,3.08,SED,ElmhurstUnited,
28607,2008-11-04,M,Latino,EL,Not Special Ed,7,0.8444,180.0,28.0,,2.46,SED,ElmhurstUnited,
28772,2007-12-17,F,Pacific Islander,EL,Not Special Ed,8,0.8833,180.0,21.0,1.0,1.77,SED,ElmhurstUnited,
29037,2010-06-12,F,African American,EO,Not Special Ed,6,0.8667,180.0,24.0,,3.69,SED,ElmhurstUnited,
29095,2010-07-28,F,African American,EO,Not Special Ed,6,0.7333,180.0,48.0,,3.85,SED,ElmhurstUnited,
29230,2008-01-12,F,African American,EO,Not Special Ed,8,0.8056,180.0,35.0,,3.67,SED,ElmhurstUnited,
29253,2009-07-07,F,African American,EO,Not Special Ed,7,0.9222,180.0,14.0,,3.08,SED,ElmhurstUnited,
29412,2010-04-16,M,African American,EO,Not Special Ed,6,0.7056,180.0,53.0,,2.46,SED,ElmhurstUnited,
29823,2008-03-06,F,African American,EO,Not Special Ed,8,0.8667,180.0,24.0,1.0,2.17,SED,ElmhurstUnited,
29900,2009-09-22,M,African American,EO,Special Ed,6,0.9833,180.0,3.0,,3.23,SED,ElmhurstUnited,
30028,2009-02-21,M,African American,EO,Not Special Ed,6,0.7222,180.0,50.0,,2.62,SED,ElmhurstUnited,
30173,2009-12-19,F,Multiple Ethnicity,EO,Not Special Ed,6,0.9,180.0,18.0,4.0,2.17,SED,ElmhurstUnited,
30303,2008-10-13,F,Not Reported,EL,Not Special Ed,8,0.905,179.0,17.0,,2.08,SED,ElmhurstUnited,
30333,2010-06-24,F,Latino,EL,Not Special Ed,6,0.8722,180.0,23.0,,1.54,SED,ElmhurstUnited,
30359,2008-08-04,M,Latino,EL,Special Ed,8,0.8571,35.0,5.0,,0.0,SED,ElmhurstUnited,
30456,2008-07-29,M,Latino,RFEP,Not Special Ed,8,0.9722,180.0,5.0,,4.0,SED,ElmhurstUnited,
30470,2009-10-06,F,Latino,IFEP,Not Special Ed,6,0.8889,180.0,20.0,,3.85,SED,ElmhurstUnited,
30584,2009-03-31,M,Latino,EL,Not Special Ed,7,0.9,180.0,18.0,,2.92,SED,ElmhurstUnited,
30621,2008-10-03,M,Latino,EL,Not Special Ed,7,0.7944,180.0,37.0,,1.08,SED,ElmhurstUnited,
30717,2009-06-16,F,Latino,EL,Not Special Ed,7,0.9278,180.0,13.0,,2.0,SED,ElmhurstUnited,
30742,2010-07-03,M,Latino,EL,Not Special Ed,6,0.9778,180.0,4.0,,2.17,SED,ElmhurstUnited,
30759,2009-02-26,M,Latino,EL,Not Special Ed,7,0.9167,180.0,15.0,1.0,0.83,SED,ElmhurstUnited,
30965,2007-05-26,F,Latino,EL,Not Special Ed,7,0.8056,180.0,35.0,,3.15,SED,ElmhurstUnited,
30985,2008-11-28,M,Latino,RFEP,Not Special Ed,7,0.8444,180.0,28.0,,3.54,SED,ElmhurstUnited,
31019,2010-06-29,M,Latino,EL,Special Ed,6,1.0,16.0,0.0,,0.0,Not SED,ElmhurstUnited,
31057,2009-01-23,F,Latino,EL,Not Special Ed,6,0.4556,180.0,98.0,,1.31,Not SED,ElmhurstUnited,
31142,2009-05-19,M,Latino,RFEP,Not Special Ed,7,0.9351,77.0,5.0,,3.54,SED,ElmhurstUnited,
31173,2009-10-20,M,White,RFEP,Not Special Ed,6,0.8667,180.0,24.0,,3.69,SED,ElmhurstUnited,
31275,2008-10-27,M,Latino,EL,Special Ed,8,0.5944,180.0,73.0,,2.54,SED,ElmhurstUnited,
31297,2008-09-15,M,Latino,RFEP,Not Special Ed,8,0.9667,180.0,6.0,,1.85,SED,ElmhurstUnited,
31332,2010-02-07,F,Latino,RFEP,Not Special Ed,6,0.9111,180.0,16.0,,3.69,SED,ElmhurstUnited,
31552,2009-02-03,F,African American,EO,Not Special Ed,7,0.2258,31.0,24.0,,0.0,Not SED,ElmhurstUnited,
31863,2010-07-07,M,Multiple Ethnicity,EO,Not Special Ed,6,0.9056,180.0,17.0,,4.0,SED,ElmhurstUnited,
32153,2009-04-24,M,African American,EO,Not Special Ed,6,0.6556,180.0,62.0,,1.33,SED,ElmhurstUnited,
32218,2008-07-10,F,African American,EO,Not Special Ed,8,0.7778,180.0,40.0,,3.23,SED,ElmhurstUnited,
32220,2008-05-12,F,African American,EO,Not Special Ed,8,0.8,180.0,36.0,,3.33,SED,ElmhurstUnited,
32719,2010-05-25,F,Latino,RFEP,Not Special Ed,6,0.8278,180.0,31.0,,3.85,SED,ElmhurstUnited,
32816,2007-11-21,F,African American,EO,Not Special Ed,8,0.872,164.0,21.0,,2.92,SED,ElmhurstUnited,
33002,2008-09-18,M,Latino,RFEP,Not Special Ed,8,0.7944,180.0,37.0,,3.83,SED,ElmhurstUnited,
33007,2008-05-21,F,Latino,RFEP,Not Special Ed,8,0.9167,180.0,15.0,,2.69,SED,ElmhurstUnited,
33187,2010-08-14,M,African American,EO,Not Special Ed,6,0.9778,180.0,4.0,,3.15,SED,ElmhurstUnited,
33390,2008-09-18,M,Latino,RFEP,Not Special Ed,8,0.9111,180.0,16.0,,2.46,SED,ElmhurstUnited,
33846,2010-09-24,M,African American,EO,Special Ed,6,0.75,180.0,45.0,,3.46,SED,ElmhurstUnited,
33920,2009-07-16,M,Multiple Ethnicity,EO,Not Special Ed,7,0.8222,180.0,32.0,1.0,2.31,SED,ElmhurstUnited,
34088,2008-10-05,F,African American,EO,Not Special Ed,7,0.8144,167.0,31.0,1.0,2.85,SED,ElmhurstUnited,
34108,2009-05-15,F,Not Reported,EO,Not Special Ed,7,0.2368,38.0,29.0,,0.0,SED,ElmhurstUnited,
34206,2009-03-13,N,White,EO,Special Ed,7,0.7389,180.0,47.0,,3.69,SED,ElmhurstUnited,
34207,2009-03-13,F,White,EO,Special Ed,7,0.7389,180.0,47.0,,3.69,SED,ElmhurstUnited,
34524,2010-08-18,F,Latino,EL,Not Special Ed,6,0.9722,180.0,5.0,,2.92,SED,ElmhurstUnited,
34577,2008-11-25,M,Latino,EL,Not Special Ed,8,0.9778,180.0,4.0,,2.17,SED,ElmhurstUnited,
34643,2008-07-26,F,Latino,RFEP,Not Special Ed,8,0.9111,180.0,16.0,,3.69,SED,ElmhurstUnited,
34749,2010-04-12,M,Latino,EL,Not Special Ed,6,0.7346,162.0,43.0,,1.33,SED,ElmhurstUnited,
34849,2008-04-12,M,Latino,EL,Not Special Ed,7,0.9167,180.0,15.0,,3.23,SED,ElmhurstUnited,
34850,2009-05-26,F,Latino,EL,Not Special Ed,6,0.9278,180.0,13.0,,3.23,SED,ElmhurstUnited,
34859,2007-12-27,M,Latino,EL,Not Special Ed,8,0.9556,180.0,8.0,,0.54,SED,ElmhurstUnited,
34933,2010-03-06,M,Latino,RFEP,Not Special Ed,6,0.9056,180.0,17.0,,3.5,SED,ElmhurstUnited,
35205,2008-10-20,F,Native American,EO,Not Special Ed,7,0.5439,171.0,78.0,1.0,0.54,SED,ElmhurstUnited,
35294,2008-09-19,F,African American,EO,Not Special Ed,8,1.0,13.0,0.0,,0.0,SED,ElmhurstUnited,
35385,2008-05-20,F,African American,EO,Not Special Ed,8,0.1852,27.0,22.0,,0.0,SED,ElmhurstUnited,
35743,2009-06-24,M,Latino,EO,Not Special Ed,7,0.6889,180.0,56.0,,1.0,SED,ElmhurstUnited,
35907,2009-03-26,F,Latino,EL,Not Special Ed,7,0.4246,179.0,103.0,,1.0,SED,ElmhurstUnited,
36024,2007-10-12,M,Latino,EL,Not Special Ed,8,0.7333,180.0,48.0,,2.38,SED,ElmhurstUnited,
36029,2008-02-05,F,Latino,RFEP,Not Special Ed,8,0.9944,180.0,1.0,,3.54,SED,ElmhurstUnited,
36116,2009-03-06,M,Latino,EL,Not Special Ed,7,0.9444,180.0,10.0,,2.31,SED,ElmhurstUnited,
36129,2008-07-30,F,Latino,RFEP,Not Special Ed,8,0.6667,180.0,60.0,,1.08,SED,ElmhurstUnited,
36173,2010-09-25,F,Latino,EO,Not Special Ed,6,0.8246,171.0,30.0,,3.5,SED,ElmhurstUnited,
36398,2010-02-05,F,White,EL,Special Ed,7,0.9111,180.0,16.0,,2.62,SED,ElmhurstUnited,
36408,2008-03-07,F,Pacific Islander,EO,Not Special Ed,8,0.9167,180.0,15.0,,2.46,SED,ElmhurstUnited,
36427,2008-08-10,M,Pacific Islander,EL,Not Special Ed,8,0.8012,171.0,34.0,,2.31,SED,ElmhurstUnited,
36434,2010-02-13,M,Pacific Islander,EO,Special Ed,6,0.8,180.0,36.0,,2.33,Not SED,ElmhurstUnited,
36555,2007-10-24,M,African American,EO,Special Ed,7,0.3229,96.0,65.0,1.0,0.0,SED,ElmhurstUnited,
36875,2010-07-07,F,Latino,EL,Not Special Ed,6,0.9111,180.0,16.0,,4.0,SED,ElmhurstUnited,
36920,2009-10-14,M,Asian,EL,Not Special Ed,7,0.95,180.0,9.0,,2.67,SED,ElmhurstUnited,
37093,2010-04-04,F,African American,EO,Special Ed,6,0.7222,180.0,50.0,,2.17,SED,ElmhurstUnited,
37187,2009-01-15,F,African American,EO,Not Special Ed,7,0.8722,180.0,23.0,,0.69,SED,ElmhurstUnited,
37513,2007-07-13,M,African American,EO,Not Special Ed,8,0.8667,45.0,6.0,,3.38,SED,ElmhurstUnited,
37763,2007-09-08,F,African American,EO,Not Special Ed,8,0.8288,111.0,19.0,,2.85,Not SED,ElmhurstUnited,
38082,2007-10-15,F,African American,EO,Special Ed,8,0.9056,180.0,17.0,,3.08,SED,ElmhurstUnited,
38476,2008-06-17,F,Latino,EL,Not Special Ed,7,0.9111,180.0,16.0,,1.69,SED,ElmhurstUnited,
38699,2009-04-01,F,Latino,EL,Not Special Ed,7,0.8667,180.0,24.0,,3.0,SED,ElmhurstUnited,
38701,2009-04-01,F,Latino,EL,Not Special Ed,7,0.8833,180.0,21.0,,1.92,SED,ElmhurstUnited,
38761,2009-07-13,M,African American,EO,Not Special Ed,7,0.3889,180.0,110.0,2.0,0.67,SED,ElmhurstUnited,
38818,2007-10-19,M,African American,EO,Special Ed,8,0.8944,180.0,19.0,,3.38,SED,ElmhurstUnited,
38940,2009-01-23,M,African American,EO,Not Special Ed,6,0.7556,180.0,44.0,,2.17,SED,ElmhurstUnited,
39021,2010-06-12,F,Latino,RFEP,Not Special Ed,6,0.8833,180.0,21.0,,3.38,SED,ElmhurstUnited,
39100,2009-05-12,F,Latino,EL,Special Ed,7,0.9278,180.0,13.0,,4.0,SED,ElmhurstUnited,
39139,2007-10-28,F,Latino,EL,Not Special Ed,8,0.95,180.0,9.0,,2.23,SED,ElmhurstUnited,
39140,2010-05-27,M,Latino,EL,Not Special Ed,6,0.9167,180.0,15.0,,1.83,SED,ElmhurstUnited,
39181,2009-04-21,M,Latino,EO,Special Ed,6,0.9556,180.0,8.0,,2.69,SED,ElmhurstUnited,
39182,2007-12-30,M,Latino,EO,Not Special Ed,8,0.9722,180.0,5.0,,3.62,SED,ElmhurstUnited,
39799,2010-05-10,M,African American,EO,Not Special Ed,6,0.7556,180.0,44.0,,1.5,SED,ElmhurstUnited,
39983,2008-03-16,F,African American,EO,Not Special Ed,8,0.8778,180.0,22.0,,2.17,SED,ElmhurstUnited,
40208,2009-11-20,M,Latino,RFEP,Not Special Ed,6,0.8444,180.0,28.0,,4.0,SED,ElmhurstUnited,
40219,2009-09-19,F,Latino,RFEP,Not Special Ed,6,0.9667,180.0,6.0,,4.0,SED,ElmhurstUnited,
40226,2010-01-08,F,Latino,EL,Special Ed,6,0.6556,180.0,62.0,,2.62,SED,ElmhurstUnited,
40553,2008-09-27,M,Latino,EL,Special Ed,8,0.7889,180.0,38.0,,2.46,SED,ElmhurstUnited,
40705,2008-04-23,M,Latino,EL,Special Ed,7,0.7598,179.0,43.0,4.0,1.77,SED,ElmhurstUnited,
40708,2007-11-18,F,Latino,EL,Not Special Ed,8,0.9111,180.0,16.0,,3.33,SED,ElmhurstUnited,
40735,2010-02-15,F,Latino,EL,Not Special Ed,6,0.8389,180.0,29.0,,1.62,SED,ElmhurstUnited,
40745,2009-07-20,M,Latino,EL,Not Special Ed,6,0.9778,180.0,4.0,,2.92,SED,ElmhurstUnited,
40839,2007-06-09,F,Latino,RFEP,Special Ed,8,0.7111,180.0,52.0,1.0,1.54,SED,ElmhurstUnited,
40866,2009-07-19,M,Latino,EL,Special Ed,7,0.9389,180.0,11.0,,3.69,SED,ElmhurstUnited,
40868,2007-05-29,F,Latino,EL,Not Special Ed,8,0.7833,180.0,39.0,,3.17,SED,ElmhurstUnited,
40877,2008-07-24,M,Latino,EL,Not Special Ed,7,0.9667,180.0,6.0,,2.77,SED,ElmhurstUnited,
40879,2009-09-21,M,Latino,RFEP,Not Special Ed,7,0.9556,180.0,8.0,,2.67,SED,ElmhurstUnited,
40922,2010-06-27,M,Latino,EL,Not Special Ed,6,0.6778,180.0,58.0,,2.85,SED,ElmhurstUnited,
40941,2008-02-18,M,Latino,EL,Not Special Ed,8,0.6833,180.0,57.0,,0.38,SED,ElmhurstUnited,
40969,2007-12-27,F,Latino,RFEP,Special Ed,8,0.4611,180.0,97.0,,3.45,SED,ElmhurstUnited,
40993,2007-12-21,F,Latino,EL,Not Special Ed,8,0.9889,180.0,2.0,,3.83,SED,ElmhurstUnited,
41032,2009-05-11,M,Latino,EL,Not Special Ed,7,0.9833,180.0,3.0,,3.08,SED,ElmhurstUnited,
41035,2009-05-11,M,Latino,EL,Not Special Ed,7,0.9833,180.0,3.0,,3.08,SED,ElmhurstUnited,
41040,2009-07-23,M,Latino,EL,Not Special Ed,7,0.9722,180.0,5.0,,2.38,SED,ElmhurstUnited,
41124,2008-12-29,F,Latino,EL,Not Special Ed,7,0.9278,180.0,13.0,,2.92,SED,ElmhurstUnited,
41237,2009-03-13,M,Latino,EL,Not Special Ed,7,0.9167,180.0,15.0,,1.85,SED,ElmhurstUnited,
41250,2009-05-19,M,Latino,RFEP,Not Special Ed,7,0.9389,180.0,11.0,,3.0,SED,ElmhurstUnited,
41276,2009-07-30,F,Latino,EL,Not Special Ed,7,0.9722,180.0,5.0,,3.0,SED,ElmhurstUnited,
41369,2010-01-26,M,Latino,IFEP,Not Special Ed,6,0.98,50.0,1.0,,3.5,SED,ElmhurstUnited,
41571,2008-08-16,F,African American,EO,Not Special Ed,8,0.8873,71.0,8.0,1.0,0.0,SED,ElmhurstUnited,
41572,2008-08-16,M,African American,EO,Not Special Ed,8,0.8873,71.0,8.0,1.0,0.0,SED,ElmhurstUnited,
41614,2009-05-19,M,Latino,RFEP,Not Special Ed,7,0.9778,180.0,4.0,,4.0,SED,ElmhurstUnited,
41615,2007-12-07,F,Latino,RFEP,Not Special Ed,8,0.8944,180.0,19.0,,4.0,SED,ElmhurstUnited,
41640,2009-05-19,M,Latino,RFEP,Not Special Ed,7,0.9778,180.0,4.0,,4.0,SED,ElmhurstUnited,
41641,2007-12-07,F,Latino,RFEP,Not Special Ed,8,0.8944,180.0,19.0,,4.0,SED,ElmhurstUnited,
41778,2007-10-16,F,Latino,RFEP,Not Special Ed,8,0.9444,180.0,10.0,,4.0,SED,ElmhurstUnited,
41779,2007-10-16,F,Latino,RFEP,Not Special Ed,8,0.9667,180.0,6.0,,3.83,SED,ElmhurstUnited,
41895,2009-02-27,M,Latino,EO,Special Ed,7,0.7444,180.0,46.0,,0.92,SED,ElmhurstUnited,
